no of sites,inc mat,freq breakdown,inacc cost,satisfaction,delay rate
59,43,66,34,93,71.92099999999999
40,93,44,82,33,71.119
53,61,45,31,86,67.293
73,83,49,76,74,86.472
63,91,79,57,76,89.197
39,66,37,61,38,58.703
36,44,68,55,66,65.575
71,76,46,38,78,75.29400000000001
44,34,99,59,56,71.157
92,92,37,52,37,75.441
33,98,34,99,45,75.27600000000001
50,85,100,92,30,86.94599999999998
40,71,68,42,68,70.46199999999999
67,80,74,52,79,85.78099999999999
37,66,77,61,68,75.32900000000001
83,96,33,74,72,87.184
30,54,58,100,75,77.263
53,99,87,36,88,88.518
70,32,94,94,89,92.33099999999999
49,80,39,94,90,85.786
90,59,48,58,45,73.007
39,78,36,82,76,75.8
73,52,75,100,34,81.28399999999999
33,93,69,67,40,73.595
80,75,41,66,93,86.487
100,93,47,67,72,92.28099999999999
31,39,91,94,60,76.764
63,34,41,40,44,54.046
84,63,56,60,64,79.624
70,98,100,72,55,96.22299999999998
74,43,67,76,65,79.14099999999999
93,47,73,61,100,91.10900000000001
63,30,42,78,91,74.063
33,51,32,80,61,62.623
30,88,33,45,80,67.319
97,32,100,45,45,77.64200000000001
54,64,54,38,98,75.104
30,31,79,33,73,60.004
49,47,41,56,30,54.288000000000004
31,91,68,39,100,80.275
87,86,83,69,57,93.02199999999999
41,79,78,86,93,91.913
34,44,87,43,64,66.321
38,80,90,92,73,90.917
36,37,69,32,71,59.747
37,93,48,86,53,77.241
45,66,64,52,91,77.541
96,36,89,51,45,77.15
39,53,77,86,96,85.576
40,91,57,61,52,73.355
78,50,41,88,86,83.53399999999999
40,38,52,80,83,71.41499999999999
61,66,93,30,32,68.688
43,52,79,84,70,79.93199999999999
85,85,44,70,100,93.55600000000001
78,49,51,49,46,66.45299999999999
80,55,45,36,35,61.083
86,90,48,80,48,85.684
66,93,37,56,32,69.14
99,37,58,45,92,80.613
76,30,52,88,96,83.304
39,80,88,97,90,96.051
60,52,47,88,64,75.74000000000001
81,100,63,64,98,98.93599999999998
40,67,53,42,30,56.516
52,60,37,40,30,53.322
50,98,88,42,39,77.245
88,30,38,72,66,71.554
74,58,58,78,75,83.541
40,76,39,87,69,75.786
99,44,94,38,45,77.88900000000001
44,85,43,85,30,69.88499999999999
60,100,73,37,31,73.318
95,59,48,58,100,87.69200000000001
57,91,47,63,94,85.805
60,50,70,63,80,78.709
61,66,97,69,45,82.32600000000001
35,36,30,66,47,52.126999999999995
65,67,34,94,74,81.346
55,49,88,65,46,73.803
60,43,62,51,45,63.558
56,55,47,47,53,62.846
57,73,30,36,33,55.759
31,53,39,81,46,60.903000000000006
44,64,35,75,92,75.56899999999999
31,49,48,40,78,60.0
94,52,43,45,87,78.178
42,38,65,58,53,62.375
53,40,58,99,61,75.74000000000001
45,31,72,72,68,70.178
33,59,92,56,98,82.44800000000001
71,100,45,96,100,100.39
49,100,65,51,95,87.786
97,91,74,83,89,105.708
98,91,35,99,79,97.872
64,85,47,62,37,71.827
45,31,88,92,72,79.922
73,85,82,59,78,91.861
74,64,89,81,79,94.278
63,86,61,94,34,82.28599999999999
69,59,48,93,90,87.455
37,40,38,87,97,72.892
82,70,95,42,78,89.42
96,50,43,35,88,75.989
46,76,71,63,71,79.704
39,80,50,41,74,69.251
63,53,38,38,33,54.769
53,85,55,42,80,76.792
98,74,54,62,37,79.07900000000001
82,34,30,69,67,68.642
90,70,33,68,79,82.791
74,56,60,63,72,79.161
80,54,81,76,98,94.77799999999999
52,93,89,59,79,90.684
45,92,73,95,69,91.14000000000001
53,58,83,56,89,82.643
76,94,87,99,31,94.208
62,57,55,68,53,71.84100000000001
67,67,30,54,85,73.829
40,45,56,82,41,64.295
35,70,49,65,75,71.676
79,77,51,98,84,94.74399999999999
55,33,53,71,98,75.55699999999999
32,51,35,91,78,69.951
68,37,63,54,44,64.758
82,86,34,82,46,80.32
39,70,55,96,39,72.821
70,72,74,34,74,78.95599999999999
93,69,93,92,72,102.03
76,51,78,94,52,85.44999999999999
60,77,67,96,71,90.37899999999999
63,46,79,51,86,79.209
51,30,33,79,52,59.651
64,75,35,59,95,79.94
68,42,38,84,88,77.948
42,97,73,52,95,87.555
62,84,55,48,90,82.634
75,93,61,90,49,89.601
33,75,50,32,48,58.022
37,41,67,51,52,60.439
54,96,96,96,80,102.844
94,40,44,62,95,81.58500000000001
61,45,35,38,78,62.626
34,71,92,45,71,76.33
82,80,70,93,76,97.66300000000001
63,84,85,63,84,92.371
54,55,97,88,43,82.07499999999999
31,97,69,70,40,74.81599999999999
59,98,88,39,92,91.679
45,59,66,31,67,65.338
32,43,39,60,39,51.88699999999999
43,82,45,58,38,64.798
60,60,76,97,79,90.63000000000001
52,95,62,44,91,83.87899999999999
92,83,89,58,57,92.291
89,100,90,36,86,97.71600000000001
36,83,60,66,70,76.792
87,32,75,79,88,87.919
95,52,85,89,92,100.58499999999998
31,54,82,36,88,70.994
35,95,100,88,49,89.439
60,85,43,39,83,75.564
59,75,80,75,48,82.083
70,32,33,79,46,63.266999999999996
79,51,56,89,64,82.53299999999999
82,62,85,81,47,86.91000000000001
89,89,41,67,85,90.364
63,61,38,93,69,78.906
47,61,78,72,73,80.67099999999999
88,44,71,63,79,84.02
40,36,38,78,36,55.51
61,34,54,92,89,80.39500000000001
55,71,84,97,87,96.01599999999999
57,71,48,84,60,77.942
73,69,82,33,54,75.75899999999999
42,72,76,37,83,75.602
60,67,63,50,92,80.92999999999999
71,100,58,59,96,93.591
68,49,49,65,58,70.37299999999999
49,58,62,71,36,67.211
44,99,71,91,74,92.371
77,35,55,89,88,83.781
85,81,46,71,31,76.406
46,39,59,76,82,73.602
42,36,49,32,46,49.95
88,79,34,86,69,86.671
97,90,95,45,64,95.22900000000001
93,43,38,76,30,68.088
64,84,37,55,95,81.65199999999999
46,41,63,88,67,74.30699999999999
70,90,100,70,56,94.03
99,88,44,70,77,92.04099999999998
48,97,68,36,88,82.184
58,65,91,57,36,74.77099999999999
78,52,32,68,54,69.126
73,74,30,67,75,77.69800000000001
38,80,71,77,94,87.781
31,72,48,100,69,77.987
69,95,43,74,97,92.117
81,39,95,42,82,82.59400000000001
88,81,49,85,64,89.351
53,100,48,46,95,83.39099999999999
87,95,39,40,51,75.96499999999999
45,94,94,85,50,89.667
93,46,48,63,35,69.32600000000001
58,57,30,73,63,68.438
79,88,31,78,32,74.94800000000001
51,60,90,87,55,83.55799999999999
64,45,97,71,97,91.154
95,43,79,75,76,89.603
81,99,81,76,30,89.33999999999999
82,36,42,67,69,72.062
32,93,85,54,82,84.388
58,62,44,46,88,72.638
52,74,88,68,73,86.52099999999999
77,70,96,98,41,92.997
55,80,82,34,32,68.94
95,72,64,81,73,93.74199999999999
84,72,95,64,86,97.69800000000001
72,39,57,83,44,71.797
92,55,49,37,74,74.761
44,68,53,100,79,83.827
75,94,48,49,42,74.995
99,99,62,61,76,96.685
48,99,39,68,79,81.167
56,37,58,38,80,65.566
83,90,82,99,35,94.686
90,58,84,56,33,78.121
67,64,45,38,67,68.459
52,56,100,30,55,71.413
97,58,55,70,88,89.616
58,41,40,35,52,55.044999999999995
97,30,62,82,45,76.873
40,45,50,45,93,66.58
53,78,69,35,37,66.264
73,34,96,32,44,67.942
60,91,61,30,38,68.208
44,77,38,90,62,75.768
85,35,64,51,94,80.149
78,92,56,39,46,75.735
59,40,45,99,87,80.39
66,72,80,68,72,87.224
40,92,94,31,58,76.807
55,58,57,44,68,68.722
63,83,41,38,72,72.376
76,68,60,94,89,94.27099999999999
89,60,84,40,65,82.31899999999999
95,66,84,73,74,95.45899999999999
41,57,65,53,39,62.123999999999995
70,43,91,81,64,84.999
63,94,46,32,46,68.452
86,48,87,31,95,84.56
60,56,71,39,82,75.075
64,79,39,60,86,79.92999999999999
95,65,66,87,43,86.63
55,41,60,78,100,81.408
55,35,77,57,49,66.494
72,76,31,42,82,73.828
45,72,65,76,50,75.036
83,43,42,62,90,77.942
53,48,68,77,47,71.356
56,30,62,53,46,60.149
62,61,59,85,38,74.249
93,74,82,47,55,85.46599999999998
58,56,43,40,65,63.836999999999996
55,94,39,32,67,69.953
50,48,54,94,51,72.325
48,72,38,68,85,75.80499999999999
60,42,95,33,66,72.137
48,37,35,43,83,59.967999999999996
87,40,76,51,64,77.43100000000001
81,98,85,90,38,95.434
81,55,40,45,41,63.762
83,67,87,51,57,84.02
89,56,89,69,47,85.2
75,73,52,71,47,77.418
97,95,47,32,83,86.233
93,62,82,89,72,96.90899999999999
41,72,39,61,74,69.959
36,82,73,57,53,73.368
30,42,44,99,42,62.591
90,82,82,84,96,105.728
97,47,38,68,65,76.663
88,42,82,83,77,90.58599999999998
82,100,43,47,52,78.89699999999999
37,75,31,68,66,67.512
92,78,71,66,35,83.233
47,62,81,61,73,78.97399999999999
98,47,35,93,46,77.59299999999999
36,71,79,66,87,82.66499999999999
85,62,88,92,49,91.53099999999999
51,98,79,93,55,91.604
65,70,88,66,37,79.385
64,66,39,79,100,84.80499999999999
49,33,72,78,95,79.707
30,38,54,88,78,70.202
41,72,46,69,42,65.77099999999999
39,56,98,64,51,75.06099999999999
34,70,57,39,91,70.988
44,96,74,88,76,92.132
86,41,61,38,91,77.229
31,30,73,50,88,66.344
62,38,87,94,44,79.126
89,73,35,42,40,67.896
78,45,32,33,85,66.508
37,85,75,83,96,91.68299999999999
68,65,100,68,44,84.02000000000001
96,45,72,71,71,86.428
71,37,73,93,36,75.441
48,80,89,47,71,81.66799999999999
75,54,55,60,66,75.496
88,45,56,88,43,77.859
79,67,84,69,85,93.55399999999999
60,72,40,55,71,72.60799999999999
35,56,71,31,93,69.776
33,54,93,45,85,75.614
93,60,80,57,81,90.362
67,70,64,74,69,83.797
93,34,34,33,32,54.956999999999994
38,32,53,50,69,58.991
40,62,69,73,40,69.18299999999999
52,36,100,47,69,74.094
77,32,94,89,96,94.52499999999999
56,49,78,82,84,85.04599999999999
54,86,77,69,82,89.697
58,63,93,46,83,83.613
59,77,87,72,57,85.755
42,88,94,57,69,85.328
90,63,52,50,50,74.24000000000001
77,54,86,32,62,75.75999999999999
57,77,56,91,91,90.65400000000001
51,42,49,48,91,68.505
30,67,99,34,49,68.03099999999999
31,39,80,97,86,81.179
51,43,50,81,35,63.29199999999999
58,81,54,52,56,73.332
75,56,49,67,46,71.321
84,53,81,86,66,90.092
62,46,71,68,97,83.84100000000001
49,53,71,34,78,69.48599999999999
87,44,86,42,37,72.045
38,38,99,78,91,83.87299999999999
52,98,80,68,57,86.505
66,68,95,59,96,93.601
78,87,49,39,66,77.70700000000001
95,94,45,42,57,81.07700000000001
92,100,50,84,49,91.281
50,51,71,81,80,81.151
52,40,83,77,48,73.06700000000001
44,34,72,60,72,68.732
49,45,78,36,95,73.893
79,84,31,99,100,95.735
74,76,94,93,84,102.567
66,89,43,35,41,66.73
56,67,69,71,43,74.524
33,61,99,66,83,83.399
89,99,98,58,70,100.85
96,63,89,41,90,92.333
55,44,80,83,48,75.495
61,50,35,73,80,72.84100000000001
43,100,94,63,48,84.811
31,42,80,54,75,68.767
64,72,58,47,45,69.654
35,42,61,57,95,70.728
76,45,100,70,62,85.972
53,87,37,44,46,65.044
82,67,95,83,34,87.871
52,99,42,65,98,86.79299999999999
56,49,96,57,98,86.793
100,90,70,41,65,89.12799999999999
58,85,60,83,76,88.205
63,76,62,87,78,89.169
57,87,96,89,74,98.20299999999999
87,98,47,70,52,86.18399999999998
38,59,74,32,59,63.87899999999999
52,52,44,39,78,64.595
94,52,34,88,55,78.59099999999998
59,47,39,51,88,69.215
86,38,49,89,73,81.55199999999999
41,92,73,67,69,83.368
94,56,90,68,76,93.516
56,45,59,39,31,56.0
75,66,93,65,56,86.461
49,87,54,76,88,86.29
46,76,63,51,65,73.366
96,87,74,87,76,102.27699999999999
84,80,82,69,75,94.99799999999999
31,34,70,94,52,68.46
32,91,93,52,34,73.606
83,30,84,68,90,86.476
97,86,99,50,67,97.179
89,45,63,50,53,73.025
58,87,54,57,66,78.461
72,66,51,54,99,83.34899999999999
66,61,74,59,34,71.57900000000001
58,95,51,45,32,68.435
55,71,41,79,100,84.335
52,44,33,40,72,58.732
62,91,65,57,52,79.65899999999999
83,77,99,47,46,85.72099999999999
36,35,39,55,100,64.63300000000001
98,83,42,33,90,84.285
89,86,60,81,88,98.405
68,79,46,77,95,88.94200000000001
57,97,70,82,76,93.08800000000001
47,44,86,85,92,86.28899999999999
61,87,56,84,97,93.831
31,70,68,31,72,66.347
55,53,40,87,60,71.84299999999999
81,51,40,70,47,70.33099999999999
52,65,97,84,51,85.019
45,52,39,42,98,67.31
35,82,44,70,66,72.39399999999999
63,65,42,35,68,66.51899999999999
56,57,55,74,62,74.052
42,79,86,59,33,72.84599999999999
92,91,50,62,57,85.69900000000001
78,62,45,84,83,85.731
55,51,68,75,38,69.881
50,55,95,95,76,90.405
80,32,97,34,51,71.593
32,52,34,73,70,63.617
100,94,56,66,34,85.16799999999999
34,38,49,71,88,68.269
77,31,36,96,50,70.56
42,42,97,82,50,76.256
31,74,46,85,59,71.892
38,46,67,61,56,65.311
62,57,36,70,39,64.261
57,51,71,41,92,76.065
49,40,74,71,82,77.01700000000001
78,30,80,88,36,75.91999999999999
55,42,79,61,69,74.56200000000001
59,99,74,52,31,76.72099999999999
30,73,35,78,97,76.331
55,99,70,40,83,84.601
56,36,96,57,46,70.881
98,66,37,67,99,89.38399999999999
64,42,41,90,34,65.94
51,82,59,31,47,65.794
67,93,31,98,66,86.454
46,36,52,78,72,69.19800000000001
71,76,64,59,84,86.259
47,39,54,37,45,54.082
49,89,84,69,77,89.70199999999998
81,47,50,42,44,64.256
40,68,85,49,73,76.804
56,43,85,81,46,75.73699999999998
45,53,95,61,57,75.79
50,76,73,65,42,74.541
57,41,76,86,43,73.77499999999999
45,79,35,99,52,75.503
60,71,37,74,100,83.354
46,52,43,79,48,65.269
62,70,92,93,36,85.951
83,72,89,67,74,93.78099999999999
82,77,77,78,31,83.969
58,98,97,85,66,98.441
68,59,34,91,70,78.411
85,82,48,74,40,80.072
89,53,83,56,79,87.685
59,87,38,79,85,84.8
77,83,43,51,69,78.67599999999999
58,91,86,78,47,87.693
69,77,68,95,35,83.73800000000001
100,95,45,56,33,80.053
95,49,39,50,48,68.372
43,31,42,78,49,59.17699999999999
53,99,51,100,59,88.181
33,31,86,63,38,61.153
52,77,65,95,78,89.427
48,31,30,52,75,57.510999999999996
52,46,91,59,79,79.70400000000001
76,61,93,85,95,99.898
32,97,62,37,33,63.616
72,77,42,52,47,70.611
84,76,61,54,82,86.968
69,43,72,58,30,66.202
47,49,31,53,42,54.062999999999995
71,85,44,55,78,81.13300000000001
81,97,53,50,61,83.297
45,60,35,74,58,66.262
74,83,62,84,99,97.95499999999998
35,77,69,93,73,84.578
32,80,85,88,33,77.473
84,33,79,84,63,83.503
100,80,70,31,39,77.888
92,92,51,93,96,103.275
100,36,61,31,93,78.18599999999999
73,57,31,43,75,67.96199999999999
89,81,93,51,99,100.642
45,52,63,95,61,76.98
51,45,93,78,31,72.56299999999999
86,38,79,95,49,84.44999999999999
84,38,51,42,35,60.825
64,43,64,78,74,78.67999999999999
95,81,53,55,46,80.321
65,38,44,36,70,61.635999999999996
65,79,47,92,61,83.775
93,83,76,93,61,98.846
57,70,96,40,60,78.718
68,65,80,87,43,83.512
30,45,51,37,58,53.885
77,57,45,80,89,84.767
86,63,69,83,50,85.439
83,62,66,36,64,75.746
55,75,83,42,43,72.603
82,99,93,49,71,95.994
73,81,75,75,58,88.16499999999999
92,40,87,64,84,89.384
84,99,54,33,40,75.479
57,90,48,96,95,94.06900000000002
89,33,90,49,94,86.487
95,68,54,98,57,90.537
62,58,61,56,91,79.943
94,75,82,68,75,95.955
33,90,33,68,33,62.607000000000006
78,96,70,79,99,102.832
74,57,98,98,79,98.897
74,45,100,50,95,88.713
31,62,58,47,77,67.068
82,70,33,36,82,73.814
41,33,84,67,81,74.596
40,58,58,52,65,66.545
53,44,89,48,64,72.62200000000001
100,87,52,98,81,101.775
35,88,87,71,97,92.188
62,73,57,59,88,82.62100000000001
99,65,62,33,96,86.485
69,40,67,97,46,77.64699999999999
78,33,66,42,55,66.713
45,55,96,90,37,78.669
78,96,81,58,92,98.69799999999998
54,79,51,69,93,84.33999999999999
57,67,48,34,54,63.346000000000004
54,68,60,95,84,87.96499999999999
91,82,49,50,38,75.44600000000001
40,40,34,31,62,50.458999999999996
98,36,51,88,34,74.658
39,71,99,78,81,89.71699999999998
37,95,43,32,38,59.712
48,43,86,52,97,79.493
32,79,46,66,76,72.902
43,82,33,46,34,57.97399999999999
50,38,64,83,50,69.407
50,51,56,46,84,69.966
49,88,66,86,71,87.72699999999999
35,84,82,92,96,94.85
44,81,86,92,98,97.762
82,96,74,63,74,94.76299999999999
81,40,74,95,94,93.53300000000002
48,78,75,89,90,92.625
30,54,53,52,88,67.56400000000001
98,71,75,44,66,86.20200000000001
67,73,87,56,90,90.91199999999999
36,61,46,31,30,49.703
55,38,96,41,38,65.279
69,74,52,96,59,85.22500000000001
83,69,56,53,59,77.92
82,40,95,53,41,75.708
98,31,48,89,43,75.154
55,37,30,94,46,63.769999999999996
91,44,79,42,58,76.44999999999999
77,90,64,51,68,85.26299999999999
89,65,57,83,73,89.35999999999999
50,68,96,91,90,96.279
41,47,33,91,30,58.905
92,82,69,61,50,86.181
66,89,72,55,84,89.201
95,67,46,84,84,91.55399999999999
57,56,36,62,70,68.458
56,100,58,45,46,74.309
87,68,75,68,60,87.17
67,47,51,80,91,81.86099999999999
32,34,67,60,96,70.488
76,95,82,90,90,105.5
55,81,75,87,77,91.37999999999998
46,85,73,52,42,72.60999999999999
54,63,99,90,94,97.496
95,81,89,32,73,90.131
58,99,47,72,76,85.776
95,67,77,33,36,74.965
44,90,82,62,96,91.202
97,97,82,81,69,103.738
93,97,60,77,37,88.59
47,92,38,52,85,76.555
31,37,44,58,96,64.88
89,57,31,32,96,74.306
92,73,87,82,81,101.075
71,76,51,72,57,79.631
97,55,31,74,48,74.2
78,87,62,94,67,94.489
36,85,93,88,34,81.85799999999999
30,99,85,45,62,78.28099999999999
86,97,34,91,39,84.44399999999999
54,71,64,54,39,68.685
34,81,42,78,81,77.03899999999999
86,84,75,70,60,91.318
47,78,78,47,43,71.394
48,94,48,66,72,79.942
55,67,68,31,74,71.913
99,97,52,48,96,95.49799999999999
41,36,83,36,82,67.79599999999999
51,60,88,65,97,88.014
84,86,48,57,33,74.96
44,40,43,37,41,49.936
90,95,80,93,67,103.494
71,51,54,42,32,60.848
31,95,51,70,32,67.976
44,45,62,31,70,61.439
86,90,85,42,96,97.238
69,42,70,95,55,80.58599999999998
89,84,50,75,86,93.529
86,63,82,34,88,86.014
38,80,67,46,59,70.697
83,79,34,69,94,87.455
83,57,83,44,97,88.70299999999999
95,63,44,42,57,73.269
48,78,63,66,77,80.92299999999999
79,84,71,81,72,94.261
42,31,56,34,63,55.089000000000006
63,70,100,37,84,86.29699999999998
96,49,69,89,73,91.536
44,43,40,93,40,63.29899999999999
80,42,52,34,88,72.118
82,86,73,36,40,77.188
100,95,48,30,96,89.902
52,96,53,40,90,80.71
66,30,45,37,66,59.43300000000001
89,92,51,79,84,96.20700000000001
93,47,46,44,90,77.94000000000001
87,31,75,78,37,74.937
45,49,55,64,82,71.908
59,86,77,93,80,96.249
98,78,57,36,84,85.98400000000001
40,76,85,92,48,83.08
47,95,66,41,100,85.12100000000001
47,71,87,96,63,88.689
81,43,93,67,36,77.887
41,72,53,76,67,75.305
67,56,46,37,82,70.183
92,90,53,84,55,91.043
80,66,80,93,41,87.628
78,84,69,56,91,92.111
47,31,33,33,66,51.179
58,51,45,60,42,62.32999999999999
43,84,100,72,36,81.618
71,48,65,82,51,77.175
34,76,100,60,77,84.61699999999999
86,76,91,99,74,103.74699999999999
80,34,42,87,66,75.21499999999999
49,63,83,34,79,75.099
33,44,43,59,74,61.681
85,54,79,82,33,81.033
74,81,54,36,47,71.11099999999999
56,94,91,66,59,89.185
92,94,39,64,71,87.663
90,32,63,82,42,75.17599999999999
97,81,32,83,61,86.16
62,59,39,44,55,63.083
84,39,75,34,96,79.926
53,62,73,48,63,72.86500000000001
71,86,81,42,86,89.20599999999999
48,64,49,78,93,80.927
48,56,83,52,59,72.62299999999999
37,47,79,43,75,68.52199999999999
65,82,99,67,97,99.94
40,94,88,58,66,84.352
91,96,52,36,82,86.97200000000001
98,92,36,57,33,76.884
32,65,75,30,40,58.994
31,75,41,63,34,59.44499999999999
89,70,44,64,68,81.566
74,59,68,48,79,79.915
63,78,69,79,34,78.64099999999999
77,67,36,96,76,85.714
39,59,78,92,50,77.472
89,49,50,82,39,75.17500000000001
36,34,47,73,56,59.935
86,85,94,43,62,90.127
80,58,62,62,68,80.366
52,78,46,68,38,68.674
85,54,86,52,65,83.291
91,54,87,54,54,82.778
70,42,46,54,83,71.869
96,85,81,79,92,105.47299999999998
81,45,60,68,72,79.386
59,43,53,47,35,57.69799999999999
94,82,72,38,80,89.15799999999999
80,49,31,67,57,69.12599999999999
53,38,31,53,74,60.67099999999999
32,65,50,95,85,79.714
64,65,64,73,40,74.503
32,74,32,77,31,59.914
90,33,68,80,51,78.35900000000001
72,35,86,59,64,76.965
52,93,72,63,50,80.40299999999999
40,37,37,93,92,72.875
85,35,86,46,73,79.15699999999998
93,48,50,53,72,76.93700000000001
69,100,31,100,91,95.257
32,54,56,94,38,66.736
64,67,85,75,93,93.58599999999998
34,57,72,41,33,57.751999999999995
78,94,61,84,72,94.748
43,87,68,68,51,77.245
87,77,37,71,51,78.618
30,45,68,58,31,56.521
66,40,78,80,97,87.969
98,57,97,33,79,88.66600000000001
77,30,53,89,63,75.94800000000001
61,49,45,78,67,73.06700000000001
97,32,56,91,66,83.229
57,99,59,67,44,79.40700000000001
60,81,100,83,77,97.71799999999999
81,52,80,95,60,89.59500000000001
59,93,59,53,85,85.07000000000001
62,84,80,59,76,87.977
80,72,33,44,53,68.657
91,98,39,64,38,80.312
97,62,63,31,45,72.53200000000001
74,82,37,47,79,77.72
40,82,43,75,35,66.98
73,53,30,99,57,75.94
86,30,47,84,68,76.672
97,39,62,47,92,82.07900000000001
89,83,60,48,86,89.16399999999999
35,81,36,61,66,68.011
95,72,67,99,52,93.70299999999999
39,34,72,98,80,78.716
90,96,57,46,32,78.13000000000001
74,84,69,51,98,91.643
79,78,77,87,52,90.819
40,58,89,38,56,68.50200000000001
89,75,57,51,31,73.734
77,91,69,74,65,91.581
55,51,66,36,49,62.61099999999999
49,70,37,70,52,67.716
83,78,100,75,77,100.60799999999999
94,98,57,45,82,91.593
52,49,82,34,50,65.06
92,82,37,93,92,96.439
80,65,54,50,89,82.351
78,65,82,94,42,87.876
45,66,75,44,95,79.261
37,64,95,63,100,87.559
96,66,55,55,55,79.59599999999999
32,72,34,74,50,63.839999999999996
48,79,81,44,46,72.618
82,70,59,50,92,86.00999999999999
92,50,51,95,71,87.38799999999999
65,63,41,58,77,74.065
89,80,94,33,77,90.878
78,60,48,38,55,67.937
43,68,94,58,76,82.648
35,60,75,71,90,80.713
53,69,76,55,43,72.10600000000001
90,48,96,88,39,87.85500000000002
34,64,34,49,62,59.236999999999995
60,67,37,75,72,75.761
89,92,86,86,87,107.18299999999999
93,70,89,37,81,90.138
96,50,50,86,51,81.025
34,57,57,89,37,66.73599999999999
73,62,48,88,98,89.9
54,80,57,43,74,75.075
56,78,83,80,76,90.896
98,84,65,70,59,91.53699999999999
59,62,93,88,91,95.777
87,59,50,67,42,74.22099999999999
99,86,89,85,83,107.648
87,44,54,38,89,76.005
53,92,37,51,53,69.68
72,89,85,39,88,90.917
72,41,48,37,32,55.971000000000004
44,74,41,30,38,55.308
43,96,79,41,95,86.344
81,65,79,32,72,80.154
67,95,40,44,93,82.631
80,66,100,55,98,97.239
97,33,54,41,59,69.12
74,90,88,69,33,86.192
92,35,76,70,47,77.873
37,40,57,33,57,54.605999999999995
52,79,92,49,36,75.035
53,41,84,63,63,74.07
90,44,84,87,52,86.89299999999999
36,97,56,69,82,82.901
78,82,78,87,67,95.47199999999998
38,78,65,74,30,69.42
93,89,78,91,36,94.18700000000001
62,59,43,93,66,78.661
34,38,55,84,80,70.932
40,89,51,50,56,69.71000000000001
83,33,92,98,56,88.12
83,86,38,98,44,84.93599999999999
76,52,75,58,74,81.604
38,46,35,62,70,61.175999999999995
90,38,86,57,77,84.752
94,63,81,71,44,85.917
84,94,96,40,85,97.23299999999999
91,62,31,60,33,67.37899999999999
56,79,81,80,43,82.567
42,99,54,65,60,77.991
83,80,59,79,56,86.919
54,62,80,65,49,75.51599999999999
77,56,41,31,98,73.845
49,77,65,35,97,78.776
97,65,76,97,98,105.459
89,70,51,59,71,82.794
40,70,48,90,34,68.672
83,74,35,74,47,76.17899999999999
65,76,46,96,58,83.036
89,92,31,38,46,72.054
91,68,75,81,63,92.03200000000001
54,95,89,87,72,96.74499999999999
58,91,70,92,91,97.971
67,53,91,92,86,94.77600000000001
52,78,33,31,32,55.041
70,62,78,88,93,95.26899999999999
42,63,67,88,79,82.623
79,51,73,43,54,73.053
67,97,78,74,42,87.186
58,41,52,71,77,72.84599999999999
45,32,62,78,97,76.545
41,65,55,61,84,74.60499999999999
39,52,93,56,86,79.49600000000001
64,63,71,54,40,71.106
83,62,98,52,38,81.072
72,99,87,48,35,83.047
61,46,88,52,38,69.404
33,91,36,96,90,84.352
100,67,38,100,40,83.92
41,40,87,39,99,74.642
95,85,51,36,95,88.197
42,69,73,35,35,61.891999999999996
98,73,60,77,75,93.254
84,56,32,48,84,74.044
51,50,48,67,56,66.255
67,77,37,45,91,77.25999999999999
67,46,39,94,53,72.781
86,97,54,42,76,86.482
71,59,72,67,30,72.77699999999999
74,61,88,79,88,95.021
87,49,56,43,73,75.008
76,96,64,67,34,82.04299999999999
32,85,67,78,32,71.62599999999999
90,43,80,74,46,81.044
50,61,66,79,67,78.69999999999999
91,30,35,72,83,75.713
66,71,31,72,85,79.181
85,89,44,37,52,74.753
84,38,69,76,88,86.464
41,63,53,81,83,78.244
72,58,34,63,54,68.411
91,32,94,66,83,89.13900000000001
34,91,91,70,47,81.161
55,83,65,53,34,70.631
56,45,59,84,97,83.10499999999999
65,94,97,100,76,105.254
57,34,56,78,69,71.613
71,91,44,31,70,74.805
81,63,73,80,39,81.781
63,36,68,69,68,74.04899999999999
35,30,33,55,37,46.272
65,85,34,87,90,87.957
69,49,99,38,82,82.134
95,65,77,59,30,79.32499999999999
98,69,36,51,57,75.694
52,79,79,77,74,87.97699999999999
37,100,52,91,30,75.505
43,32,94,31,46,59.953
89,97,88,69,63,98.88
40,41,98,33,33,59.699999999999996
100,47,81,90,65,93.227
49,31,94,57,56,69.929
56,85,90,37,100,89.743
68,95,88,30,84,88.978
61,99,97,89,38,93.523
66,30,67,63,33,63.034
82,56,33,55,89,76.73
97,67,87,92,55,96.88099999999999
94,95,98,81,30,96.87299999999999
41,52,67,65,36,63.573
64,62,49,45,95,76.78200000000001
47,35,81,98,32,71.332
34,48,61,92,40,66.97999999999999
31,53,66,41,78,65.61099999999999
36,60,92,37,52,67.53099999999999
64,67,42,33,87,71.41799999999999
97,75,46,73,30,78.087
88,85,37,37,93,82.84
76,60,91,54,68,85.018
78,60,94,58,59,85.00099999999999
36,72,92,91,98,94.851
99,70,36,75,38,77.357
42,53,37,88,40,63.30800000000001
30,80,88,97,56,85.543
100,67,53,53,73,84.244
57,61,68,63,80,80.179
79,82,68,30,63,78.443
65,60,84,93,37,82.53
95,100,38,56,68,86.92999999999999
57,71,65,67,96,86.779
41,96,80,93,68,92.125
52,31,75,84,48,70.62
58,34,69,65,39,64.518
100,100,84,72,64,102.27199999999999
98,50,59,46,64,77.16999999999999
90,37,84,45,31,69.834
